1,ID,Platform,Category,Cookie / Data Key name,Domain,Description,Retention period,Data Controller,User Privacy & GDPR Rights Portals,Wildcard match
336,881eb924-e16c-4edc-8b17-1914f91ae1ea,Trustpilot,Analytics,ajs_anonymous_id,.trustpilot.com,Used for Analytics and help count how many people visit a certain site by tracking if you have visited before,1 year,Trustpilot,N/A,0
337,0930be02-cc2d-4b7a-9372-ae132342204e,Trustpilot,Analytics,ajs_group_id,.trustpilot.com,Track visitor usage and events within the website,1 year,Trustpilot,N/A,0
338,82fd4cb1-c1ad-477e-9c87-b67c7f43ace2,Google,Marketing,1P_JAR,.gstatic.com,These cookies are set via embedded youtube-videos. They register anonymous statistical data on for example how many times the video is displayed and what settings are used for playback.,1 month,Google,https://privacy.google.com/take-control.html,0
339,45d71b84-2fcd-43b5-9b14-895966ac8f5b,Google,Functional,CONSENT,.gstatic.com,Google cookie consent tracker,20 years,Google,https://privacy.google.com/take-control.html,0
340,9ea2f9fe-433d-414f-916f-1a646c52c4a2,Twitter,Marketing,ads_prefs,.twitter.com,"These cookies enable us to track visitor activity from our Twitter ads on our website, and also to allow users to share content from our websites. They cookies do not provide us with any confidential information relating to your account.",2 years,Twitter,https://twitter.com/en/privacy,0
341,e6d53ec2-e120-4bcc-a16a-35807f20c07e,Twitter,Marketing,auth_token,.twitter.com,"These cookies enable us to track visitor activity from our Twitter ads on our website, and also to allow users to share content from our websites. They cookies do not provide us with any confidential information relating to your account.",2 years,Twitter,https://twitter.com/en/privacy,0
342,08e4dd71-f1af-4ebd-b39e-41d06e46913c,Twitter,Marketing,csrf_same_site,.twitter.com,"These cookies enable us to track visitor activity from our Twitter ads on our website, and also to allow users to share content from our websites. They cookies do not provide us with any confidential information relating to your account.",2 years,Twitter,https://twitter.com/en/privacy,0
343,792739e2-2e87-4270-8fa9-32abd418aac1,Twitter,Marketing,csrf_same_site_set,.twitter.com,"These cookies enable us to track visitor activity from our Twitter ads on our website, and also to allow users to share content from our websites. They cookies do not provide us with any confidential information relating to your account.",2 years,Twitter,https://twitter.com/en/privacy,0
344,97378e1f-bb7c-4eb3-a5ac-c69892eddb77,Twitter,Marketing,dnt,.twitter.com,"These are third party Twitter cookies. These cookies enable users, if they wish, to login to their Twitter account share content from our websites with their friends. These cookies do not allow us access to your accounts or provide us with any confidential information relating to your accounts. These cookies also allow a news feed of tweets to appear on the website.",2 years,Twitter,https://twitter.com/en/privacy,0
345,1c4c68b4-7927-4bd4-ac94-4dc7db3b1a5d,Twitter,Marketing,eu_cn,.twitter.com,"These are third party Twitter cookies. These cookies enable users, if they wish, to login to their Twitter account share content from our websites with their friends. These cookies do not allow us access to your accounts or provide us with any confidential information relating to your accounts. These cookies also allow a news feed of tweets to appear on the website.",2 years,Twitter,https://twitter.com/en/privacy,0
346,c747dd6b-8d77-424e-a864-a945ce86fe9a,Twitter,Marketing,external_referer,.twitter.com,"Our Website uses Twitter buttons to allow our visitors to follow our promotional Twitter feeds, and sometimes embed feeds on our Website.",2 years,Twitter,https://twitter.com/en/privacy,0
347,0aea63ec-0c4f-4673-8fe3-c16811fa0ebf,Twitter,Marketing,kdt,.twitter.com,"These are third party Twitter cookies. These cookies enable users, if they wish, to login to their Twitter account share content from our websites with their friends. These cookies do not allow us access to your accounts or provide us with any confidential information relating to your accounts. These cookies also allow a news feed of tweets to appear on the website.",2 years,Twitter,https://twitter.com/en/privacy,0
348,b03a8c12-7a81-4fb0-af00-1d231b29ba23,Twitter,Marketing,remember_checked_on,.twitter.com,"These cookies enable us to track visitor activity from our Twitter ads on our website, and also to allow users to share content from our websites. These cookies do not provide us with any confidential information relating to your account.",2 years,Twitter,https://twitter.com/en/privacy,0
349,193036b6-d22f-4167-ab5c-4a66de4656dd,Twitter,Marketing,rweb_optin,.twitter.com,"These cookies enable us to track visitor activity from our Twitter ads on our website, and also to allow users to share content from our websites. These cookies do not provide us with any confidential information relating to your account.",2 years,Twitter,https://twitter.com/en/privacy,0
350,5ebcae77-10f9-4d62-839d-18ddfdf17237,Twitter,Marketing,syndication_guest_id,.twitter.com,Used to collect information about users browsing behaviour for marketing purposes including digital display and social media advertising.,2 years,Twitter,https://twitter.com/en/privacy,0
351,2cd52409-5089-4c52-a20d-037251c1e8f2,Twitter,Marketing,twid,.twitter.com,"These cookies enable us to track visitor activity from our Twitter ads on our website, and also to allow users to share content from our websites. They cookies do not provide us with any confidential information relating to your account.",2 years,Twitter,https://twitter.com/en/privacy,0
352,da6f4e9e-8e66-40a1-902a-a17588932f39,Twitter,Marketing,tfw_exp,.twitter.com,"These cookies enable us to track visitor activity from our Twitter ads on our website, and also to allow users to share content from our websites. They cookies do not provide us with any confidential information relating to your account.",2 years,Twitter,https://twitter.com/en/privacy,0
353,ec86fd50-73ad-4f71-8b8d-e326f552ab75,Trustpilot,Analytics,__asc,.trustpilot.com,A cookie set by Trustpilot if you click the read more widget,1 year,Trustpilot,N/A,0
354,2ff0da06-abc1-4f28-bba0-87bcbefad68b,Inspectlet,Analytics,__insp_norec_sess,inspectlet.com,Inspectlet uses cookies to keep track of session information. These cookies are needed to accurately understand how visitors are navigating the website.,1 year,Inspectlet,https://docs.inspectlet.com/hc/en-us,0
355,805b79f6-8fb6-4369-acdb-7cf2a698e7f0,Inspectlet,Analytics,__insp_slim,inspectlet.com,Inspectlet uses cookies to keep track of session information. These cookies are needed to accurately understand how visitors are navigating the website.,1 year,Inspectlet,https://docs.inspectlet.com/hc/en-us,0
356,db34f9b2-a7af-48ec-b430-55b6df7695bb,Inspectlet,Analytics,__insp_targlpt,inspectlet.com,Inspectlet uses cookies to keep track of session information. These cookies are needed to accurately understand how visitors are navigating the website.,1 year,Inspectlet,https://docs.inspectlet.com/hc/en-us,0
357,2af09a9a-20b8-45dd-892e-99dea2bd0b9d,Inspectlet,Analytics,__insp_targlpu,inspectlet.com,Inspectlet uses cookies to keep track of session information. These cookies are needed to accurately understand how visitors are navigating the website.,1 year,Inspectlet,https://docs.inspectlet.com/hc/en-us,0
358,cc650f6e-ffba-11e9-8d71-362b9e155667,Microsoft,Functional,__RequestVerificationToken,Advertiser's website domain,"This is an anti-forgery cookie set by web applications built using ASP.NET MVC technologies. It is designed to stop unauthorised posting of content to a website, known as Cross-Site Request Forgery.",session,Microsoft,N/A,1
359,cc651252-ffba-11e9-8d71-362b9e155667,ShareThis,Analytics,__stid,sharethis.com,"The __stid cookie is set as part of the ShareThis service and monitors user-activity, e.g. Web pages viewed, navigation from page to page, time spent on each page etc.",1 year,ShareThis,https://sharethis.com/privacy/,0
360,cc6513b0-ffba-11e9-8d71-362b9e155667,Sonobi,Marketing,__uin_mm,sonobi.com,These cookies are used to deliver adverts more relevant to you and your interests. They are also used to limit the number of times you see an advertisement as well as help measure the effectiveness of the advertising campaign.,44 days,Sonobi,https://sonobi.com/privacy-policy/,0
361,cc6514dc-ffba-11e9-8d71-362b9e155667,Sonobi,Marketing,__uir_mm,sonobi.com,These cookies are used to deliver adverts more relevant to you and your interests. They are also used to limit the number of times you see an advertisement as well as help measure the effectiveness of the advertising campaign.,14 days,Sonobi,https://sonobi.com/privacy-policy/,0
362,cc6517fc-ffba-11e9-8d71-362b9e155667,Lotame,Marketing,_cc_aud,crwdcntrl.net,"Collects anonymous statistical data related to the user's website visits, such as the number of visits, average time spent on the website and what pages have been loaded. The purpose is to segment the website's users according to factors such as demographics and geographical location, in order to enable media and marketing agencies to structure and understand their target groups to enable customised online advertising. ",269 days,Lotame,https://www.lotame.com/about-lotame/privacy/lotames-products-services-privacy-policy/,0
363,cc651932-ffba-11e9-8d71-362b9e155667,Lotame,Marketing,_cc_cc,crwdcntrl.net,"Collects anonymous statistical data related to the user's website visits, such as the number of visits, average time spent on the website and what pages have been loaded. The purpose is to segment the website's users according to factors such as demographics and geographical location, in order to enable media and marketing agencies to structure and understand their target groups to enable customised online advertising. ",session,Lotame,https://www.lotame.com/about-lotame/privacy/lotames-products-services-privacy-policy/,0
364,cc651cf2-ffba-11e9-8d71-362b9e155667,Lotame,Marketing,_cc_id,crwdcntrl.net,"Collects anonymous statistical data related to the user's website visits, such as the number of visits, average time spent on the website and what pages have been loaded. The purpose is to segment the website's users according to factors such as demographics and geographical location, in order to enable media and marketing agencies to structure and understand their target groups to enable customised online advertising.",269 days,Lotame,https://www.lotame.com/about-lotame/privacy/lotames-products-services-privacy-policy/,0
365,cc651e46-ffba-11e9-8d71-362b9e155667,Neustar,Marketing,ab,agkn.com,This cookie is used by the website’s operator in context with multi-variate testing. This is a tool used to combine or change content on the website. This allows the website to find the best variation/edition of the site.,1 year,Neustar,https://www.home.neustar/privacy,0
366,cc65229c-ffba-11e9-8d71-362b9e155667,BlueKai,Marketing,bkdc,bluekai.com,"Registers anonymised user data, such as IP address, geographical location, visited websites, and what ads the user has clicked, with the purpose of optimising ad display based on the user's movement on websites that use the same ad network.",179 days,Oracle,https://www.oracle.com/legal/privacy/marketing-cloud-data-cloud-privacy-policy.html,0
367,cc6523e6-ffba-11e9-8d71-362b9e155667,BlueKai,Marketing,bku,bluekai.com,"Registers anonymised user data, such as IP address, geographical location, visited websites, and what ads the user has clicked, with the purpose of optimising ad display based on the user's movement on websites that use the same ad network.",179 days,Oracle,https://www.oracle.com/legal/privacy/marketing-cloud-data-cloud-privacy-policy.html,0
368,cc6526ca-ffba-11e9-8d71-362b9e155667,Everest Technologies,Marketing,everest_g_v2,everesttech.net,"Created after a user initially clicks a client's ad, and used to map the current and subsequent clicks with other events on the client's website",2 years,Everest Technologies,N/A,0
369,cc65280a-ffba-11e9-8d71-362b9e155667,MediaMath,Marketing,mt_misc,mathtag.com,MediaMath uses this cookie to hold attributes about the browser for fraud prevention and other technical optimizations.,30 days,MediaMath,https://www.mediamath.com/privacy-policy/,0
370,cc652936-ffba-11e9-8d71-362b9e155667,MediaMath,Marketing,mt_mop,mathtag.com,MediaMath uses this cookie to synchronize the visitor ID with a limited number of trusted exchanges and data partners,30 days,MediaMath,https://www.mediamath.com/privacy-policy/,0
371,cc652a58-ffba-11e9-8d71-362b9e155667,PowerLinks,Marketing,pl_user_id,powerlinks.com,This cookie registers data on the visitor. The information is used to optimize advertisement relevance.,3 months,PowerLinks,https://www.powerlinks.com/privacy-policy/,0
372,cc652d8c-ffba-11e9-8d71-362b9e155667,Rapleaf,Marketing,pxrc,rlcdn.com,This cookie registers non-personal data on the visitor. The information is used to optimize advertisement relevance.,2 months,Tower Data,https://www.towerdata.com/privacy-policy,0
373,cc652ec2-ffba-11e9-8d71-362b9e155667,Rapleaf,Marketing,rlas3,rlcdn.com,"Collects anonymous data related to the user's visits to the website, such as the number of visits, average time spent on the website and what pages have been loaded, with the purpose of displaying targeted ads.",1 year,Tower Data,https://www.towerdata.com/privacy-policy,0
374,cc653124-ffba-11e9-8d71-362b9e155667,Tapad,Marketing,TapAd_DID,tapad.com,"Used to determine what type of devices (smartphones, tablets, computers, TVs etc.) is used by a user.",2 months,Tapad,https://www.tapad.com/privacy,0
375,cc65325a-ffba-11e9-8d71-362b9e155667,Tapad,Marketing,TapAd_TS,tapad.com,"Used to determine what type of devices (smartphones, tablets, computers, TVs etc.) is used by a user.",2 months,Tapad,https://www.tapad.com/privacy,0
376,cc65337c-ffba-11e9-8d71-362b9e155667,The Tradedesk,Marketing,TDCPM,adsrvr.org,Registers a unique ID that identifies a returning user's device. The ID is used for targeted ads.,1 year,The Tradedesk,https://adsrvr.org/,0
377,cc6536a6-ffba-11e9-8d71-362b9e155667,The Tradedesk,Marketing,TDID,adsrvr.org,Registers a unique ID that identifies a returning user's device. The ID is used for targeted ads.,1 year,The Tradedesk,https://adsrvr.org/,0
378,cc653926-ffba-11e9-8d71-362b9e155667,FreeWheel,Marketing,uid-bp-,stickyadstv.com,Pending,2 months,FreeWheel,https://www.freewheel.com/privacy-policy,1
379,cc654204-ffba-11e9-8d71-362b9e155667,MediaMath,Marketing,uuidc,mathtag.com,"Collects data on the user's visits to the website, such as what pages have been loaded. The registered data is used for targeted ads.",1 year,MediaMath,https://www.mediamath.com/privacy-policy/,0
380,cc654330-ffba-11e9-8d71-362b9e155667,Zeotap,Marketing,zc,zeotap.com,Registers data on visitors from multiple visits and on multiple websites. This information is used to measure the efficiency of advertisement on websites.,10 years,Zeotap,https://www.zeotap.com/privacy_policy,0
381,cc654452-ffba-11e9-8d71-362b9e155667,Trustpilot,Marketing,amplitude_id,trustpilot.com,These cookies are used by the TrustPilot service to identify you and enable you to leave reviews of our products and services.,1 year,Trustpilot,N/A,1
382,7c8d9e1c-a598-4dd0-8eb4-ab6ba3fb716b,Trustpilot,Functional,csrf-canary,trustpilot.com,These cookies are used by the TrustPilot service to identify you and enable you to leave reviews of our products and services. ,session,Trustpilot,N/A,0
383,9dbe7157-3b2b-4ee3-9519-de3d2ead2357,ID5,Marketing,3pi,id5-sync.com,"Sets a unique ID for the visitor, that allows third party advertisers to target the visitor with relevant advertisement. This pairing service is provided by third party advertisement hubs, which facilitates real-time bidding for advertisers.",3 months,ID5,https://www.id5.io/privacy-policy,0
384,10d67aaa-88a3-4a0c-b1de-5f69bce4712b,Admixer,Marketing,am-uid,admixer.net,This cookie is used to identify the visitor and optimize ad-relevance by collecting visitor data from multiple websites – this exchange of visitor data is normally provided by a third-party data-center or ad-exchange.,2 years,Admixer,https://admixer.net/privacy,0
385,61a87462-76eb-4dee-a66b-bf2135a22003,Lotame,Marketing,_cc_dc,crwdcntrl.net,"Collects anonymous statistical data related to the user's website visits, such as the number of visits, average time spent on the website and what pages have been loaded. The purpose is to segment the website's users according to factors such as demographics and geographical location, in order to enable media and marketing agencies to structure and understand their target groups to enable customised online advertising.",session,Lotame,https://www.lotame.com/about-lotame/privacy/lotames-products-services-privacy-policy/,0
386,66f480fa-d77b-4206-9182-157c27cd35bf,BlueKai,Marketing,bkpa,bluekai.com,"Used to present the visitor with relevant content and advertisement - The service is provided by third party advertisement hubs, which facilitate real-time bidding for advertisers.",179 days,Oracle,https://www.oracle.com/legal/privacy/marketing-cloud-data-cloud-privacy-policy.html,0
387,a0744952-23e9-4ac9-bd17-cc5170a2a512,SOVRN,Marketing,_ljtrtb_,lijit.com,"These cookies are used temporarily when multiple partners pass us their ID simultaneously. To avoid technical conflicts that arise from accessing the ljtrtb cookie for multiple partners at the same time, we store each partner’s ID in a separate cookie and then consolidate these IDs into the ljtrtb cookie when it’s available.",1 year,SOVRN,https://www.sovrn.com/legal/privacy-policy/,1
388,ba50ecb2-9df0-4175-bbf0-118902e4c876,SOVRN,Marketing,ljtrtb,lijit.com,Enables us to help our advertising partners make decisions about displaying an advertisement to you. We store the ID that each partner uses to identify you and pass that information to the partner when a website requests an advertisement from us.,1 year,SOVRN,https://www.sovrn.com/legal/privacy-policy/,0
389,80da4bb9-e5d4-4e20-958b-a1e1e2779272,Mediamath,Marketing,uuid,mathtag.com,"Collects data on the user's visits to the website, such as what pages have been loaded. The registered data is used for targeted ads.",1 year,MediaMath,https://www.mediamath.com/privacy-policy/,0
390,4c25e90e-f66c-4395-98db-fdbaea92e5a4,Pinterest,Functional,_pinterest_cm,pinterest.com,Pinterest cookie ensures that you can share our website pages via Pinterest by means of the 'share' button,347 days,Pinterest,https://policy.pinterest.com/en/privacy-policy,0
391,21e2b62f-6d9f-4527-9857-d59a71ee0b39,Pinterest,Functional,_pinterest_sess,pinterest.com,"session cookie (expires after your session) which collects anonymous data about a user's visit to the website, such as the number of visits, average time spent on the site and which pages have been loaded in order to personalise and improve the Pinterest service.",session,Pinterest,https://policy.pinterest.com/en/privacy-policy,0
392,3a0db572-1853-4f7a-96cf-828ff9e76246,Pinterest,Marketing,_pin_unauth,pinterest.com,Registers a unique ID that identifies and recognizes the user. Is used for targeted advertising.,1 day,Pinterest,https://policy.pinterest.com/en/privacy-policy,0
393,1a147750-3567-43ef-b292-eb9a11b203b1,Pinterest,Marketing,_pinterest_ct_ua,pinterest.com,This cookieis a third party cookie which groups actions for users who cannot be identified by Pinterest.,session,Pinterest,https://policy.pinterest.com/en/privacy-policy,0
394,d26e90ae-4f43-11eb-ae93-0242ac130002,Pinterest,Marketing,sessionFunnelEventLogged,pinterest.com,A generic technical cookie used for storing user session identifier in web applications,1 day,Pinterest,https://policy.pinterest.com/en/privacy-policy,0
395,d26e68cc-4f43-11eb-ae93-0242ac130002,Pinterest,Marketing,_routing_id,pinterest.com,Allows users to share pictures via Pinterest / the Pin It button. Pinterest can collect statistical information about usage of their service.,1 day,Pinterest,https://policy.pinterest.com/en/privacy-policy,0
396,db6d9896-ca05-4748-a9d3-621516aefb67,nopCommerce,Functional,Nop.customer,Advertiser's website domain,Customer cookie. Used to identifier guest customers.,1 month,nopCommerce,https://www.nopcommerce.com/privacy-policy,0
397,23827816-ede0-4bd0-bcba-0a269e8a67e3,nopCommerce,Functional,NopCommerce.RecentlyViewedProducts,Advertiser's website domain,Recently viewed products cookie. Stores a list of the recently viewed products,10 days,nopCommerce,https://www.nopcommerce.com/privacy-policy,0
398,a561b5cc-ffd9-4948-b185-e16a5348364e,nopCommerce,Functional,NOPCOMMERCE.AUTH,Advertiser's website domain,Forms authentication cookie. Used for authenticating registered customers.,session,nopCommerce,https://www.nopcommerce.com/privacy-policy,0
399,6ddbfbd9-098d-4c5e-943c-1b687f7a260c,FeedbackCompany,Functional,tsrvid,Advertiser's website domain,Feedback company review cookie,1 year,FeedbackCompany,https://www.feedbackcompany.com/nl-nl/privacy-statement/,0
400,f9012303-313b-415d-812b-2f08aa799dc4,Google,Functional,SEARCH_SAMESITE,google.com,SameSite prevents the browser from sending this cookie along with cross-site requests. The main goal is mitigate the risk of cross-origin information leakage. It also provides some protection against cross-site request forgery attacks.,session,Google,https://privacy.google.com/take-control.html,0
401,d75d8983-8686-42b2-aa0c-2ed071043ef0,Google,Marketing,AID,google.com,"Download certain Google Tools and save certain preferences, for example the number of search results per page or activation of the SafeSearch Filter. Adjusts the ads that appear in Google Search.",1 year,Google,https://privacy.google.com/take-control.html,0
402,8dc5d7e3-e31f-421a-8bad-6540172d787f,Google,Marketing,SID,google.com,"Download certain Google Tools and save certain preferences, for example the number of search results per page or activation of the SafeSearch Filter. Adjusts the ads that appear in Google Search.",2 years,Google,https://privacy.google.com/take-control.html,0
403,0bc163fa-23bd-45a7-b806-99479027d645,Google,Marketing,HSID,google.com,"Download certain Google Tools and save certain preferences, for example the number of search results per page or activation of the SafeSearch Filter. Adjusts the ads that appear in Google Search.",2 years,Google,https://privacy.google.com/take-control.html,0
404,4b518a73-d523-4959-825c-48af82f7f11d,Google,Marketing,APISID,google.com,"Download certain Google Tools and save certain preferences, for example the number of search results per page or activation of the SafeSearch Filter. Adjusts the ads that appear in Google Search.",2 years,Google,https://privacy.google.com/take-control.html,0
405,411c539d-3b7f-436f-a9b2-8a0b6b691337,Google,Marketing,SAPISID,google.com,"Download certain Google Tools and save certain preferences, for example the number of search results per page or activation of the SafeSearch Filter. Adjusts the ads that appear in Google Search.",2 years,Google,https://privacy.google.com/take-control.html,0
406,29807136-035b-44cb-b1b5-91d45888e716,Google,Marketing,SSID,google.com,"Download certain Google Tools and save certain preferences, for example the number of search results per page or activation of the SafeSearch Filter. Adjusts the ads that appear in Google Search.",2 years,Google,https://privacy.google.com/take-control.html,0
407,7a3a89ed-e09b-4719-8500-6982006125f1,Google,Marketing,SIDCC,google.com,"Download certain Google Tools and save certain preferences, for example the number of search results per page or activation of the SafeSearch Filter. Adjusts the ads that appear in Google Search.",2 years,Google,https://privacy.google.com/take-control.html,0
408,c85ea658-6b34-44e6-8df2-23e421b82a27,Google,Marketing,OTZ,google.com,Aggregate analysis of website visitors,17 days,Google,https://privacy.google.com/take-control.html,0
409,8a195dfa-5adf-49ad-ac4f-10bec8088b8b,Google,Marketing,ANID,google.com,Google uses this cookies to make advertising more engaging to users and more valuable to publishers and advertisers,17 days,Google,https://privacy.google.com/take-control.html,0
410,fcedd5a1-738d-4da5-a57e-ec6f4d15e480,Google,Marketing,DV,google.com,This cookies is used to collect website statistics and track conversion rates and Google ad personalisation,1 year,Google,https://privacy.google.com/take-control.html,0
411,8879d41f-3de1-4f87-b1db-b1bbdfba7d3f,Google,Marketing,NID,google.com,This cookies is used to collect website statistics and track conversion rates and Google ad personalisation,1 year,Google,https://privacy.google.com/take-control.html,0
412,681f241d-b8e4-4963-b6af-6da47011f8e5,Magento,Functional,form_key,Advertiser's website domain,A security measure that appends a random string to all form submissions to protect the data from Cross-Site Request Forgery (CSRF).,session,Magento,N/A,0
413,b088f9b1-fba4-447d-b221-a9d741f0b245,Magento,Functional,mage-cache-sessid,Advertiser's website domain,"The value of this cookie triggers the cleanup of local cache storage. When the cookie is removed by the backend application, the Admin cleans up local storage, and sets the cookie value to true.",session,Magento,N/A,0
414,21c54c2c-0a0f-4af7-a5f7-4271fc9263d4,Magento,Functional,mage-cache-storage,Advertiser's website domain,Local storage of visitor-specific content that enables ecommerce functions.,session,Magento,N/A,0
415,65c3688b-73ae-4470-a84a-652e59b15eaf,Magento,Functional,mage-cache-storage-section-invalidation,Advertiser's website domain,Forces local storage of specific content sections that should be invalidated.,session,Magento,N/A,0
416,ad8f5721-fde1-4e6a-a256-b94153531682,Magento,Functional,mage-messages,Advertiser's website domain,"Tracks error messages and other notifications that are shown to the user, such as the cookie consent message, and various error messages. The message is deleted from the cookie after it is shown to the shopper.",1 year,Magento,N/A,0
417,8a623f7c-1818-43a8-9ecf-734584a384f6,Magento,Functional,mage-translation-file-version,Advertiser's website domain,Tracks the version of translations in local storage. Used when Translation Strategy is configured as Dictionary (Translation on Storefront side).,session,Magento,N/A,0
418,d6eb855b-e6cb-4bb1-92a0-927c034bc343,Magento,Functional,mage-translation-storage,Advertiser's website domain,Stores translated content when requested by the shopper. Used when Translation Strategy is configured as Dictionary (Translation on Storefront side).,session,Magento,N/A,0
419,fd44eae9-cc04-457f-a33d-2f0e074b4f30,Magento,Functional,product_data_storage,Advertiser's website domain,Stores configuration for product data related to Recently Viewed / Compared Products.,session,Magento,N/A,0
420,3bf0ce4d-9731-4659-a657-f3d5de7bd31a,Magento,Functional,recently_compared_product,Advertiser's website domain,Stores product IDs of recently compared products.,session,Magento,N/A,0
421,b6467864-6873-4c36-8ddd-deca2b4aa287,Magento,Functional,recently_compared_product_previous,Advertiser's website domain,Stores product IDs of previously compared products for easy navigation.,session,Magento,N/A,0
422,1b537c1f-2ecc-4dd5-aad2-9646e6e28e88,Magento,Functional,recently_viewed_product,Advertiser's website domain,Stores product IDs of recently viewed products for easy navigation.,session,Magento,N/A,0
423,08649653-410d-4184-8f6d-b5b2d278dad4,Magento,Functional,recently_viewed_product_previous,Advertiser's website domain,Stores product IDs of recently previously viewed products for easy navigation.,session,Magento,N/A,0
424,a6e668bc-85c4-454b-a115-2aa7847ed0ff,Magento,Functional,user_allowed_save_cookie,Advertiser's website domain,Indicates if a customer is allowed to use cookies.,session,Magento,N/A,0
425,1ce46e4a-1754-4d20-a201-e586ffd2a691,Magento,Functional,external_no_cache,Advertiser's website domain,A flag that indicates if caching is disabled.,session,Magento,N/A,0
426,80630716-3fa3-40ff-b32b-d620997cb32f,Magento,Functional,persistent_shopping_cart,Advertiser's website domain,Stores the key (ID) of persistent cart to make it possible to restore the cart for an anonymous shopper.,session,Magento,N/A,0
427,5d6fd130-4012-495d-bee2-6cb888a61b43,Magento,Functional,stf,Advertiser's website domain,Records the time messages are sent by the SendFriend (Email a Friend) module.,session,Magento,N/A,0
428,7650d8d8-186d-4fd7-9299-c2289831cd34,Magento,Functional,pollN,Advertiser's website domain,A poll ID that indicates if a vote has occurred.,session,Magento,N/A,0
429,ea02f0e9-d66b-4db5-8076-04bf103b261e,Magento,Functional,frontend,Advertiser's website domain,Session ID,session,Magento,N/A,0
430,6ace7772-0576-4a56-b17a-bce66edf805c,Magento,Functional,guest-view,Advertiser's website domain,Allows guests to edit their orders.,session,Magento,N/A,0
431,70340ce5-cac9-4999-8a7a-534fe8667a93,Magento,Functional,mage-banners-cache-storage,Advertiser's website domain,Stores banner content locally to improve performance.,1 hour,Magento,N/A,0
432,d211e247-570f-494e-85e3-f9c977aecd52,Magento,Functional,searchReport-log,Advertiser's website domain,"Magento, used to log information about searching",1 year,Magento,N/A,0
433,4115e97d-6324-4229-bca2-5bcdd87876d9,Magento,Functional,private_content_version,Advertiser's website domain,"Appends a random, unique number and time to pages with customer content to prevent them from being cached on the server.",1 year,Magento,N/A,0
434,f8a5d529-5db0-4524-8fde-53aa30fece72,Magento,Functional,X-Magento-Vary,Advertiser's website domain,X-Magento-Vary cookie is used by Magento 2 system to highlight that version of a page requested by a user has been changed. It allows having different versions of the same page stored in cache e.g. Varnish.,session,Magento,N/A,0
435,1846b26d-6632-4c1d-82a7-4bd1d880e131,Magento,Functional,section_data_ids,Advertiser's website domain,"Stores customer-specific information related to shopper-initiated actions such as display wish list, checkout information, etc.",session,Magento,N/A,0
436,b4693696-a634-4fad-a07a-278335215ca9,Magento,Functional,private_content_version,Advertiser's website domain,"Appends a random, unique number and time to pages with customer content to prevent them from being cached on the server.",1 year,Magento,N/A,0
437,16c7e05b-b046-4342-8157-d49b053a1a83,PowerLinks Media Limited,Marketing,dsps:,px.powerlinks.com,Service to display targeted advertising to visitors.,90 days,PowerLinks Media Limited,https://www.powerlinks.com/privacy-policy/,1
438,d9c922d7-9cb5-49cd-ac85-b90e85cc988c,Tapad,Marketing,TapAd_3WAY_SYNCS,Advertiser's website domain,Pending,2 months,Tapad,https://www.tapad.com/privacy,0
439,d9f37df9-e813-4409-a2f6-b20fdec00be6,Vuble,Marketing,_mb,vuble.tv,Used in context with video-advertisement. The cookie limits the number of times a visitor is shown the same advertisement-content. The cookie is also used to ensure relevance of the video-advertisement to the specific visitor.,session,Vuble,https://www.vuble.tv/privacy,0
440,3581f81b-77ba-4303-8110-6f7fea42eead,Wordpress,Functional,wordpress_test_cookie,Advertiser's website domain,Cookie set by WordPress to check if the cookies are enabled on the browser to provide appropriate user experience to the users,session,Wordpress,N/A,0
441,3b7c8773-741c-459c-bda7-70d2b681c16b,Joomla!,Functional,componentType,Advertiser's website domain,"componentType is a session cookie, used for correct recording the type of the page (frontpage, single page, blog etc)",session,Joomla!,N/A,0
442,0fb20e92-eb37-4b5b-a455-abdb89df7276,Joomla!,Functional,componentStyle,Advertiser's website domain,"componentStyle is a session cookie, used for setting the proper template in compliance with visited type of the page",session,Joomla!,N/A,0
443,6d8c1055-67aa-4ceb-975e-3c6b35a1663b,Joomla! Engagebox,Functional,nrid,Advertiser's website domain,"This cookie is used to remember a user's choice about cookies on the website. Where users have previously indicated a preference, that user’s preference will be stored in this cookie.",2 years,Joomla!,N/A,0
444,9e583fe9-0868-4174-8e9e-c43e100e27a6,Adobe Analytics,Functional,sat_track,Advertiser's website domain,The sat_track cookie is a part of Adobe Analytics. It controls the enabling and disabling of cookies and whether they are loaded onto the site.,90 days,Adobe,https://www.adobe.com/privacy,0
445,c9539310-80c6-474c-b025-9e5a866ef61c,Osano,Functional,cookieconsent_status,Advertiser's website domain,This cookie is used to remember if you have consented to the use of cookies on this website.,1 year,Osano,N/A,0
446,aadb0ab5-91b6-4a3c-9d4c-de18ef2ad10c,Osano,Functional,cookieconsent_page,Advertiser's website domain,Page where the user complies to the cookie consent,session,Osano,N/A,0
447,004512f2-1641-4054-b4c5-61e0a7fc7e68,Sharpspring,Marketing,koitk,.marketingautomation.services,Collects data on visitors behavior and interaction - This is used to optimize the website and make advertisement on the website more relevant.,3 years,Sharpspring,https://sharpspring.com/legal/privacy/,0
448,44f3fa5c-a04c-4116-abbc-d3fd307d8723,Sharpspring,Marketing,__ss_referrer,Advertiser's website domain,"This cookie contains information about where the visitor came from, called the source for the visit.",6 hours,Sharpspring,https://sharpspring.com/legal/privacy/,0
